"statecode","countycode","v178_rawvalue"
"00","000",0.652
"01","000",NA
"01","001",0.688
"01","003",0.564
"01","005",0.545
"01","007",0.56
"01","009",0.667
"01","011",0.488
"01","013",0.558
"01","015",0.636
"01","017",0.583
"01","019",0.457
"01","021",0.606
"01","023",0.512
"01","025",0.52
"01","027",0.553
"01","029",0.567
"01","031",0.587
"01","033",0.662
"01","035",0.474
"01","037",0.376
"01","039",0.572
"01","041",0.541
"01","043",0.645
"01","045",0.58
"01","047",0.518
"01","049",0.525
"01","051",0.652
"01","053",0.58
"01","055",0.658
"01","057",0.584
"01","059",0.593
"01","061",0.567
"01","063",0.42
"01","065",0.508
"01","067",0.507
"01","069",0.623
"01","071",0.607
"01","073",0.641
"01","075",0.557
"01","077",0.671
"01","079",0.635
"01","081",0.619
"01","083",0.592
"01","085",0.504
"01","087",0.501
"01","089",0.741
"01","091",0.475
"01","093",0.571
"01","095",0.656
"01","097",0.605
"01","099",0.483
"01","101",0.604
"01","103",0.701
"01","105",0.39
"01","107",0.548
"01","109",0.455
"01","111",0.519
"01","113",0.586
"01","115",0.682
"01","117",0.756
"01","119",0.438
"01","121",0.525
"01","123",0.566
"01","125",0.521
"01","127",0.57
"01","129",0.47
"01","131",0.371
"01","133",0.512
"02","000",NA
"02","013",0.11
"02","016",0.171
"02","020",0.659
"02","050",0.156
"02","060",0.012
"02","063",0.408
"02","066",0.006
"02","068",0.185
"02","070",0.165
"02","090",0.512
"02","100",0.36
"02","105",0.29
"02","110",0.676
"02","122",0.415
"02","130",0.551
"02","150",0.431
"02","158",0.019
"02","164",NA
"02","170",0.383
"02","180",0.152
"02","185",0.278
"02","188",0.15
"02","195",0.436
"02","198",0.285
"02","220",0.552
"02","230",0.365
"02","240",0.175
"02","275",0.323
"02","282",0.209
"02","290",0.019
"04","000",NA
"04","001",0.252
"04","003",0.604
"04","005",0.455
"04","007",0.43
"04","009",0.547
"04","011",0.385
"04","012",0.254
"04","013",0.663
"04","015",0.588
"04","017",0.336
"04","019",0.664
"04","021",0.566
"04","023",0.554
"04","025",0.638
"04","027",0.481
"05","000",NA
"05","001",0.507
"05","003",0.526
"05","005",0.642
"05","007",0.675
"05","009",0.632
"05","011",0.456
"05","013",0.401
"05","015",0.563
"05","017",0.433
"05","019",0.534
"05","021",0.562
"05","023",0.506
"05","025",0.529
"05","027",0.51
"05","029",0.614
"05","031",0.629
"05","033",0.595
"05","035",0.558
"05","037",0.56
"05","039",0.434
"05","041",0.479
"05","043",0.543
"05","045",0.664
"05","047",0.59
"05","049",0.49
"05","051",0.587
"05","053",0.551
"05","055",0.656
"05","057",0.502
"05","059",0.597
"05","061",0.506
"05","063",0.627
"05","065",0.401
"05","067",0.518
"05","069",0.544
"05","071",0.447
"05","073",0.398
"05","075",0.573
"05","077",0.462
"05","079",0.438
"05","081",0.493
"05","083",0.526
"05","085",0.67
"05","087",0.442
"05","089",0.46
"05","091",0.523
"05","093",0.488
"05","095",0.404
"05","097",0.414
"05","099",0.514
"05","101",0.344
"05","103",0.552
"05","105",0.54
"05","107",0.459
"05","109",0.449
"05","111",0.575
"05","113",0.533
"05","115",0.644
"05","117",0.457
"05","119",0.626
"05","121",0.594
"05","123",0.453
"05","125",0.643
"05","127",0.447
"05","129",0.434
"05","131",0.646
"05","133",0.532
"05","135",0.529
"05","137",0.473
"05","139",0.569
"05","141",0.44
"05","143",0.648
"05","145",0.609
"05","147",0.418
"05","149",0.491
"06","000",NA
"06","001",0.73
"06","003",0.283
"06","005",0.598
"06","007",0.535
"06","009",0.51
"06","011",0.568
"06","013",0.753
"06","015",0.597
"06","017",0.547
"06","019",0.662
"06","021",0.641
"06","023",0.608
"06","025",0.591
"06","027",0.535
"06","029",0.608
"06","031",0.65
"06","033",0.49
"06","035",0.506
"06","037",0.632
"06","039",0.609
"06","041",0.745
"06","043",0.508
"06","045",0.543
"06","047",0.648
"06","049",0.484
"06","051",0.223
"06","053",0.636
"06","055",0.695
"06","057",0.613
"06","059",0.738
"06","061",0.669
"06","063",0.4
"06","065",0.654
"06","067",0.728
"06","069",0.663
"06","071",0.641
"06","073",0.717
"06","075",0.648
"06","077",0.662
"06","079",0.675
"06","081",0.761
"06","083",0.699
"06","085",0.749
"06","087",0.7
"06","089",0.657
"06","091",0.44
"06","093",0.566
"06","095",0.707
"06","097",0.69
"06","099",0.693
"06","101",0.696
"06","103",0.628
"06","105",0.302
"06","107",0.631
"06","109",0.557
"06","111",0.746
"06","113",0.716
"06","115",0.617
"08","000",NA
"08","001",0.695
"08","003",0.543
"08","005",0.74
"08","007",0.434
"08","009",0.495
"08","011",0.577
"08","013",0.749
"08","014",0.757
"08","015",0.582
"08","017",0.511
"08","019",0.596
"08","021",0.431
"08","023",0.277
"08","025",0.587
"08","027",0.401
"08","029",0.655
"08","031",0.674
"08","033",0.414
"08","035",0.784
"08","037",0.413
"08","039",0.736
"08","041",0.724
"08","043",0.655
"08","045",0.66
"08","047",0.544
"08","049",0.331
"08","051",0.394
"08","053",0.215
"08","055",0.413
"08","057",0.334
"08","059",0.785
"08","061",0.523
"08","063",0.58
"08","065",0.516
"08","067",0.6
"08","069",0.694
"08","071",0.507
"08","073",0.534
"08","075",0.683
"08","077",0.721
"08","079",0.277
"08","081",0.575
"08","083",0.632
"08","085",0.682
"08","087",0.642
"08","089",0.614
"08","091",0.505
"08","093",0.339
"08","095",0.697
"08","097",0.408
"08","099",0.535
"08","101",0.572
"08","103",0.437
"08","105",0.496
"08","107",0.449
"08","109",0.387
"08","111",0.328
"08","113",0.372
"08","115",0.574
"08","117",0.333
"08","119",0.429
"08","121",0.586
"08","123",0.687
"08","125",0.641
"09","000",NA
"09","001",0.683
"09","003",0.703
"09","005",0.681
"09","007",0.714
"09","009",0.671
"09","011",0.698
"09","013",0.74
"09","015",0.675
"09","110",NA
"09","120",NA
"09","130",NA
"09","140",NA
"09","150",NA
"09","160",NA
"09","170",NA
"09","180",NA
"09","190",NA
"10","000",NA
"10","001",0.681
"10","003",0.687
"10","005",0.563
"11","000",NA
"11","001",0.613
"12","000",NA
"12","001",0.631
"12","003",0.553
"12","005",0.473
"12","007",0.536
"12","009",0.706
"12","011",0.62
"12","013",0.447
"12","015",0.645
"12","017",0.666
"12","019",0.679
"12","021",0.565
"12","023",0.533
"12","027",0.471
"12","029",0.305
"12","031",0.663
"12","033",0.634
"12","035",0.705
"12","037",0.334
"12","039",0.55
"12","041",0.582
"12","043",0.345
"12","045",0.373
"12","047",0.435
"12","049",0.451
"12","051",0.432
"12","053",0.706
"12","055",0.596
"12","057",0.643
"12","059",0.503
"12","061",0.685
"12","063",0.556
"12","065",0.519
"12","067",0.438
"12","069",0.631
"12","071",0.607
"12","073",0.614
"12","075",0.533
"12","077",0.314
"12","079",0.448
"12","081",0.599
"12","083",0.654
"12","085",0.673
"12","086",0.615
"12","087",0.47
"12","089",0.63
"12","091",0.605
"12","093",0.482
"12","095",0.629
"12","097",0.567
"12","099",0.634
"12","101",0.66
"12","103",0.664
"12","105",0.61
"12","107",0.524
"12","109",0.707
"12","111",0.657
"12","113",0.705
"12","115",0.661
"12","117",0.72
"12","119",0.71
"12","121",0.552
"12","123",0.386
"12","125",0.535
"12","127",0.652
"12","129",0.635
"12","131",0.342
"12","133",0.54
"13","000",NA
"13","001",0.446
"13","003",0.345
"13","005",0.521
"13","007",0.39
"13","009",0.481
"13","011",0.628
"13","013",0.714
"13","015",0.641
"13","017",0.461
"13","019",0.506
"13","021",0.513
"13","023",0.557
"13","025",0.423
"13","027",0.443
"13","029",0.647
"13","031",0.52
"13","033",0.442
"13","035",0.618
"13","037",0.37
"13","039",0.615
"13","043",0.52
"13","045",0.635
"13","047",0.687
"13","049",0.447
"13","051",0.588
"13","053",0.444
"13","055",0.517
"13","057",0.653
"13","059",0.597
"13","061",0.325
"13","063",0.588
"13","065",0.425
"13","067",0.688
"13","069",0.463
"13","071",0.496
"13","073",0.722
"13","075",0.529
"13","077",0.706
"13","079",0.54
"13","081",0.488
"13","083",0.524
"13","085",0.63
"13","087",0.465
"13","089",0.632
"13","091",0.467
"13","093",0.366
"13","095",0.578
"13","097",0.671
"13","099",0.411
"13","101",0.4
"13","103",0.656
"13","105",0.564
"13","107",0.501
"13","109",0.461
"13","111",0.398
"13","113",0.746
"13","115",0.624
"13","117",0.746
"13","119",0.544
"13","121",0.612
"13","123",0.475
"13","125",0.482
"13","127",0.579
"13","129",0.612
"13","131",0.496
"13","133",0.583
"13","135",0.691
"13","137",0.613
"13","139",0.631
"13","141",0.27
"13","143",0.622
"13","145",0.659
"13","147",0.586
"13","149",0.623
"13","151",0.694
"13","153",0.684
"13","155",0.482
"13","157",0.694
"13","159",0.597
"13","161",0.494
"13","163",0.514
"13","165",0.269
"13","167",0.485
"13","169",0.634
"13","171",0.633
"13","173",0.441
"13","175",0.549
"13","177",0.697
"13","179",0.546
"13","181",0.517
"13","183",0.455
"13","185",0.54
"13","187",0.641
"13","189",0.593
"13","191",0.365
"13","193",0.42
"13","195",0.622
"13","197",0.368
"13","199",0.555
"13","201",0.542
"13","205",0.517
"13","207",0.606
"13","209",0.473
"13","211",0.619
"13","213",0.518
"13","215",0.586
"13","217",0.665
"13","219",0.69
"13","221",0.611
"13","223",0.716
"13","225",0.59
"13","227",0.575
"13","229",0.577
"13","231",0.674
"13","233",0.496
"13","235",0.48
"13","237",0.509
"13","239",0.294
"13","241",0.426
"13","243",0.389
