"","statecode","countycode","v124_rawvalue"
"2879","51","029",1
"2880","51","530",NA
"2881","51","031",0
"2882","51","033",1
"2883","51","035",0
"2884","51","036",0
"2885","51","037",1
"2886","51","540",NA
"2887","51","550",NA
"2888","51","041",0
"2889","51","043",1
"2890","51","570",NA
"2891","51","580",NA
"2892","51","045",1
"2893","51","047",0
"2894","51","049",0
"2895","51","590",NA
"2896","51","051",0
"2897","51","053",0
"2898","51","595",NA
"2899","51","057",0
"2900","51","059",0
"2901","51","600",NA
"2902","51","610",NA
"2903","51","061",1
"2904","51","063",0
"2905","51","065",0
"2906","51","067",0
"2907","51","620",NA
"2908","51","069",0
"2909","51","630",NA
"2910","51","640",NA
"2911","51","071",1
"2912","51","073",0
"2913","51","075",0
"2914","51","077",1
"2915","51","079",1
"2916","51","081",0
"2917","51","083",0
"2918","51","650",NA
"2919","51","085",0
"2920","51","660",NA
"2921","51","087",0
"2922","51","089",0
"2923","51","091",0
"2924","51","670",NA
"2925","51","093",1
"2926","51","095",0
"2927","51","099",1
"2928","51","097",0
"2929","51","101",0
"2930","51","103",0
"2931","51","105",0
"2932","51","678",NA
"2933","51","107",1
"2934","51","109",0
"2935","51","111",0
"2936","51","680",NA
"2937","51","113",0
"2938","51","683",NA
"2939","51","685",NA
"2940","51","690",NA
"2941","51","115",1
"2942","51","117",0
"2943","51","119",0
"2944","51","121",0
"2945","51","125",1
"2946","51","127",0
"2947","51","700",NA
"2948","51","710",NA
"2949","51","131",0
"2950","51","133",0
"2951","51","720",NA
"2952","51","135",0
"2953","51","137",1
"2954","51","139",1
"2955","51","141",0
"2956","51","730",NA
"2957","51","143",1
"2958","51","735",NA
"2959","51","740",NA
"2960","51","145",0
"2961","51","147",0
"2962","51","149",0
"2963","51","153",0
"2964","51","155",1
"2965","51","750",NA
"2966","51","157",1
"2967","51","159",0
"2968","51","760",NA
"2969","51","161",0
"2970","51","770",NA
"2971","51","163",0
"2972","51","165",1
"2973","51","167",0
"2974","51","775",NA
"2975","51","169",0
"2976","51","171",1
"2977","51","173",0
"2978","51","175",0
"2979","51","177",0
"2980","51","179",0
"2981","51","790",NA
"2982","51","800",NA
"2983","51","181",0
"2984","51","183",0
"2985","51","185",0
"2986","51","000",NA
"2987","51","810",NA
"2988","51","187",0
"2989","51","191",0
"2990","51","820",NA
"2991","51","193",0
"2992","51","830",NA
"2993","51","840",NA
"2994","51","195",1
"2995","51","197",0
"2996","51","199",0
"2997","50","001",0
"2998","50","003",1
"2999","50","005",1
"3000","50","007",1
"3001","50","009",0
"3002","50","011",1
"3003","50","013",1
"3004","50","015",0
"3005","50","017",1
"3006","50","019",1
"3007","50","021",1
"3008","50","000",NA
"3009","50","023",1
"3010","50","025",1
"3011","50","027",1
"3012","53","001",0
"3013","53","003",0
"3014","53","005",1
"3015","53","007",1
"3016","53","009",1
"3017","53","011",0
"3018","53","013",0
"3019","53","015",0
"3020","53","017",0
"3021","53","019",1
"3022","53","021",1
"3023","53","023",0
"3024","53","025",1
"3025","53","027",1
"3026","53","029",1
"3027","53","031",0
"3028","53","033",1
"3029","53","035",0
"3030","53","037",0
"3031","53","039",0
"3032","53","041",1
"3033","53","043",0
"3034","53","045",0
"3035","53","047",1
"3036","53","049",0
"3037","53","051",0
"3038","53","053",1
"3039","53","055",1
"3040","53","057",1
"3041","53","059",0
"3042","53","061",0
"3043","53","063",1
"3044","53","065",0
"3045","53","067",1
"3046","53","069",0
"3047","53","071",1
"3048","53","000",NA
"3049","53","073",1
"3050","53","075",0
"3051","53","077",1
"3052","55","001",1
"3053","55","003",1
"3054","55","005",1
"3055","55","007",1
"3056","55","009",1
"3057","55","011",1
"3058","55","013",1
"3059","55","015",1
"3060","55","017",1
"3061","55","019",1
"3062","55","021",1
"3063","55","023",1
"3064","55","025",1
"3065","55","027",1
"3066","55","029",0
"3067","55","031",1
"3068","55","033",1
"3069","55","035",1
"3070","55","037",0
"3071","55","039",1
"3072","55","041",1
"3073","55","043",1
"3074","55","045",1
"3075","55","047",1
"3076","55","049",1
"3077","55","051",1
"3078","55","053",1
"3079","55","055",1
"3080","55","057",1
"3081","55","059",1
"3082","55","061",0
"3083","55","063",1
"3084","55","065",1
"3085","55","067",1
"3086","55","069",1
"3087","55","071",1
"3088","55","073",1
"3089","55","075",1
"3090","55","077",1
"3091","55","078",0
"3092","55","079",1
"3093","55","081",1
"3094","55","083",1
"3095","55","085",1
"3096","55","087",1
"3097","55","089",1
"3098","55","091",1
"3099","55","093",1
"3100","55","095",1
"3101","55","097",1
"3102","55","099",1
"3103","55","101",1
"3104","55","103",1
"3105","55","105",1
"3106","55","107",1
"3107","55","111",1
"3108","55","113",1
"3109","55","115",1
"3110","55","117",1
"3111","55","109",1
"3112","55","119",1
"3113","55","121",1
"3114","55","123",1
"3115","55","125",1
"3116","55","127",1
"3117","55","129",1
"3118","55","131",1
"3119","55","133",1
"3120","55","135",1
"3121","55","137",0
"3122","55","139",1
"3123","55","000",NA
"3124","55","141",1
"3125","54","001",1
"3126","54","003",1
"3127","54","005",0
"3128","54","007",0
"3129","54","009",1
"3130","54","011",0
"3131","54","013",1
"3132","54","015",0
"3133","54","017",0
"3134","54","019",1
"3135","54","021",0
"3136","54","023",1
"3137","54","025",1
"3138","54","027",1
"3139","54","029",0
"3140","54","031",1
"3141","54","033",1
"3142","54","035",1
"3143","54","037",1
"3144","54","039",0
"3145","54","041",0
"3146","54","043",1
"3147","54","045",1
"3148","54","049",1
"3149","54","051",0
"3150","54","053",1
"3151","54","047",1
"3152","54","055",1
"3153","54","057",1
"3154","54","059",1
"3155","54","061",1
"3156","54","063",1
"3157","54","065",1
"3158","54","067",1
"3159","54","069",1
"3160","54","071",0
"3161","54","073",0
"3162","54","075",1
"3163","54","077",0
"3164","54","079",0
"3165","54","081",1
"3166","54","083",1
"3167","54","085",1
"3168","54","087",0
"3169","54","089",1
"3170","54","091",0
"3171","54","093",1
"3172","54","095",1
"3173","54","097",0
"3174","54","099",0
"3175","54","101",1
"3176","54","000",NA
"3177","54","103",1
"3178","54","105",0
"3179","54","107",1
"3180","54","109",1
"3181","56","001",1
"3182","56","003",1
"3183","56","005",1
"3184","56","007",1
"3185","56","009",0
"3186","56","011",0
"3187","56","013",1
"3188","56","015",1
"3189","56","017",0
"3190","56","019",1
"3191","56","021",1
"3192","56","023",1
"3193","56","025",1
"3194","56","027",0
"3195","56","029",1
"3196","56","031",1
"3197","56","033",1
"3198","56","035",1
"3199","56","037",1
"3200","56","039",1
"3201","56","041",1
"3202","56","043",0
"3203","56","045",1
"3204","56","000",NA
