"statecode","countycode","v014_race_white","v014_race_white_cilow","v014_race_white_cihigh","v014_race_black","v014_race_black_cilow","v014_race_black_cihigh","v014_race_asian","v014_race_asian_cilow","v014_race_asian_cihigh","v014_race_aian","v014_race_aian_cilow","v014_race_aian_cihigh","v014_race_nhopi","v014_race_nhopi_cilow","v014_race_nhopi_cihigh","v014_race_tom","v014_race_tom_cilow","v014_race_tom_cihigh","v014_race_hispanic","v014_race_hispanic_cilow","v014_race_hispanic_cihigh"
"12","119",27.2325375773652,22.9313951642543,31.5336799904761,39.4973070017953,28.6988037326251,53.0232910954289,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.055900621118,14.8925114786722,57.1129069627881,28.4990500316656,20.7874026524601,38.1339711823678
"29","155",43.613707165109,34.7880009033157,53.9967371598586,69.8818897637795,54.5783356835621,88.1464951841541,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.9424460431655,34.4991992527513,132.304719726747,NA,NA,NA
"19","141",12.8,8.75519052451383,18.0697808317682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.6532951289398,13.7403687568265,52.6944299198217
"20","185",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.6448087431694,26.2043098149313,100.493748863485
"49","053",7.65146358066712,6.75682540384178,8.54610175749247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1498257839721,6.37308881786866,18.1066185348857,29.4159850767685,25.3891621058944,33.4428080476427
"50","007",2.78724833884976,2.27104272257556,3.30345395512397,14.4836272040302,9.18137722735811,21.7325522007765,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.65610859728507,2.71232392315183,10.401785091639,5.85137507314219,2.80596178825771,10.7608870930473
"41","067",3.48797197109519,3.03017108791545,3.94577285427493,4.60992907801418,2.45459308191624,7.88311911991449,NA,NA,NA,NA,NA,NA,14.4717800289436,6.93978103637111,26.6141187294034,4.69538678248621,3.35445315668376,6.39378412536496,15.3962132853953,14.0866613413707,16.70576522942
"23","025",19.6191575302943,16.6699049707566,22.568410089832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.231884057971,17.3745967251175,66.6317247899195,NA,NA,NA
"29","101",12.1226160142074,10.2263354483177,14.0188965800971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.4203612479475,7.87420147148183,30.1976289688305,28.4653465346535,18.0445879171345,42.7119961569716
"40","005",40.5319822672578,31.2145652604404,51.758436484411,NA,NA,NA,NA,NA,NA,43.6187399030695,28.7450244455004,63.46297648653,NA,NA,NA,33.3333333333333,15.9846289871081,61.3011868067259,NA,NA,NA
