"statecode","countycode","v014_numerator","v014_denominator","v014_rawvalue","v014_cihigh","v014_cilow"
"30","049",147,14516,10.1267566822816,11.7638286773109,8.48968468725234
"28","091",147,5320,27.6315789473684,32.0984468195197,23.1647110752171
"48","445",147,3037,48.4030293052354,56.2277698649473,40.5782887455235
"24","009",148,21446,6.90105380956822,8.01288954204836,5.78921807708808
"13","205",148,4280,34.5794392523364,40.1505675511143,29.0083109535586
"18","059",148,17593,8.41243676462229,9.76777292779907,7.05710060144552
"26","015",148,13119,11.2813476636939,13.0988969524178,9.46379837496997
"20","111",148,10029,14.7572041080865,17.1347521306979,12.3796560854752
"47","055",148,6624,22.3429951690821,25.9426976326644,18.7432927054998
"29","029",148,7711,19.1933601348723,22.2856217246491,16.1010985450954
"42","037",148,20196,7.32818379877203,8.50883487417157,6.1475327233725
"29","217",148,5445,27.1808999081726,31.5600420787455,22.8017577375998
"39","011",148,9818,15.0743532287635,17.5029974657536,12.6457089917734
"51","031",149,10095,14.7597820703318,17.1297522542683,12.3898118863954
"54","109",149,4092,36.4125122189638,42.2592495129125,30.5657749250151
"47","117",149,7519,19.8164649554462,22.9983839615425,16.6345459493499
"18","021",150,5389,27.8344776396363,32.2889217812721,23.3800334980005
"13","029",150,11577,12.9567245400363,15.0302323122808,10.8832167677917
"16","039",150,5610,26.7379679144385,31.016933953525,22.459001875352
"27","139",150,38235,3.92310710082385,4.5509349935733,3.2952792080744
"37","197",150,7036,21.3189312109153,24.7306707616935,17.9071916601371
"40","153",150,4326,34.6740638002774,40.2230696900775,29.1250579104773
"42","005",150,11460,13.0890052356021,15.1836823280345,10.9943281431697
"48","233",150,5100,29.4117647058824,34.1186273488775,24.7049020628872
"51","171",150,8604,17.4337517433752,20.2237330868521,14.6437703998983
"01","061",151,5586,27.03186537773,31.3435165101667,22.7202142452934
"18","181",151,5070,29.7830374753452,34.5335075396038,25.0325674110865
"21","035",151,12552,12.0299553855959,13.9487638006526,10.1111469705393
"51","003",151,34743,4.34619923437815,5.03942904256372,3.65296942619258
"18","169",151,7194,20.9897136502641,24.3376262476774,17.6418010528508
"37","139",151,9192,16.4273281114012,19.0475286364003,13.8071275864022
"30","031",151,27990,5.39478385137549,6.25526556719511,4.53430213555587
"48","179",151,4860,31.0699588477366,36.0256961369941,26.1142215584792
"42","117",151,9213,16.3898838597634,19.0041119315957,13.7756557879311
"40","113",151,9540,15.8280922431866,18.3527131263932,13.30347135998
"13","123",152,5628,27.0078180525942,31.3014397462044,22.7141963589839
"24","011",152,7374,20.6129644697586,23.8899515719607,17.3359773675565
"38","035",152,18140,8.37927232635061,9.71138384187643,7.04716081082478
"48","293",152,4370,34.7826086956522,40.3122432246312,29.2529741666731
"17","007",153,13874,11.0278218249964,12.7752530689514,9.28039058104138
"31","047",153,5682,26.9271383315734,31.1939213443562,22.6603553187906
"28","017",153,3698,41.3737155219037,47.9296541586349,34.8177768851726
"39","005",153,12828,11.9270346117867,13.8169520641278,10.0371171594456
"34","009",153,15299,10.0006536374926,11.5853232942435,8.41598398074176
"45","087",153,5150,29.7087378640777,34.4162837045887,25.0011920235666
"54","083",153,5198,29.4343978453251,34.098472696928,24.7703229937222
"51","015",153,14269,10.7225453780924,12.4216035516597,9.02348720452506
"55","027",153,17436,8.77494838265657,10.1653969418807,7.38449982343245
"51","840",153,7435,20.5783456624075,23.8391205216721,17.317570803143
"51","670",153,4892,31.2755519215045,36.2313698034816,26.3197340395274
"13","229",154,4384,35.1277372262774,40.6758577431893,29.5796167093654
"18","069",154,8115,18.977202711029,21.9744867955813,15.9799186264766
"36","033",154,9243,16.6612571675863,19.2927578000803,14.0297565350923
"36","017",154,8794,17.511939959063,20.2777985383377,14.7460813797883
"05","083",155,3992,38.8276553106212,44.9403314659464,32.7149791552961
"05","149",155,4576,33.8723776223776,39.2049395131246,28.5398157316307
"37","099",155,15183,10.2087861423961,11.8159654358202,8.60160684897201
"26","157",155,9842,15.7488315383052,18.2281856545476,13.2694774220628
"36","107",155,9549,16.2320661849408,18.7874964092636,13.6766359606181
"53","017",155,10150,15.2709359605911,17.675054503651,12.8668174175312
"21","051",156,3756,41.5335463258786,48.0512226181368,35.0158700336204
"21","089",156,6993,22.3080223080223,25.8087218867041,18.8073227293405
"54","025",156,5947,26.231713468976,30.3481406009285,22.1152863370234
"36","069",157,23958,6.55313465230821,7.57820893266707,5.52806037194934
"19","049",157,22455,6.99176130037853,8.08544776703797,5.8980748337191
"27","171",157,35317,4.44545119913922,5.14083103346371,3.75007136481474
"39","047",157,6122,25.6452139823587,29.6567673323812,21.6336606323362
"47","079",157,6339,24.7673134563811,28.6415411908562,20.893085721906
"34","041",157,22781,6.8917080022826,7.96974362885025,5.81367237571495
"54","005",157,4273,36.7423355956003,42.4897565197373,30.9949146714632
"19","187",158,8106,19.4917345176413,22.5310656274801,16.4524034078024
"21","043",158,5541,28.5147085363653,32.9609850164869,24.0684320562436
"31","019",158,13327,11.8556314249268,13.7042708768931,10.0069919729606
"29","167",158,8438,18.7248163071818,21.6445624527559,15.8050701616077
"54","069",158,9969,15.8491323101615,18.3204752709754,13.3777893493476
"51","083",158,6781,23.3003981713612,26.9336112632877,19.6671850794346
"02","122",159,11644,13.6551013397458,15.7776244947888,11.5325781847028
"13","119",159,5637,28.2064928153273,32.5908567708569,23.8221288597977
"25","001",159,33743,4.71208843315651,5.44452655713245,3.97965030918056
"16","067",159,5279,30.1193407842394,34.8010342143058,25.4376473541731
"42","087",159,9034,17.6001771087005,20.3359153882356,14.8644388291653
"53","009",159,11508,13.8164754953076,15.9640823442232,11.6688686463921
"47","183",159,9387,16.9383189517418,19.5711792497412,14.3054586537424
"01","005",160,4813,33.2432993974652,38.394402006175,28.0921967887554
"22","111",160,4212,37.9867046533713,43.8728055213011,32.1006037854416
"05","005",160,7168,22.3214285714286,25.7801697622377,18.8626873806194
"27","067",160,9339,17.1324552949995,19.7871567465168,14.4777538434822
"26","055",160,18709,8.55203378053343,9.87718514381956,7.22688241724731
"40","087",160,10441,15.3242026625802,17.698712465829,12.9496928593315
"51","095",160,15332,10.4356900600052,12.0527169877198,8.81866313229063
"55","055",160,22436,7.13139597076128,8.23641722480478,6.02637471671777
"47","077",160,5865,27.2804774083546,31.5076311774459,23.0533236392634
"48","115",160,2623,60.9988562714449,70.4507269751125,51.5469855677773
"22","089",161,11734,13.7208113175388,15.8402600970923,11.6013625379853
"20","009",161,5884,27.3623385452073,31.5889891195243,23.1356879708904
"28","043",161,4613,34.9013657056146,40.2925670885066,29.5101643227225
"28","101",161,6000,26.8333333333333,30.9782686632135,22.6883980034532
"31","119",161,8617,18.6839967506093,21.5701069953906,15.7978865058279
"51","173",161,5700,28.2456140350877,32.6087038560142,23.8825242141612
"01","109",162,11069,14.635468425332,16.8892155786667,12.3817212719973
"13","017",162,3918,41.3476263399694,47.7148359469784,34.9804167329603
"18","151",162,7737,20.9383481969756,24.1626893163062,17.7140070776449
"33","013",162,33664,4.81226235741445,5.55331295271689,4.07121176211201
"35","006",162,6069,26.6930301532378,30.8035470819346,22.5825132245409
"50","007",162,47664,3.3987915407855,3.92217873531935,2.87540434625165
"01","133",163,4661,34.9710362583137,40.3397564591751,29.6023160574522
"13","189",163,5035,32.3733862959285,37.343317747014,27.403454844843
"22","031",163,5755,28.3231972198089,32.671347498908,23.9750469407098
"45","011",163,4627,35.2280095094013,40.636179999182,29.8198390196206
"54","099",163,7625,21.3770491803279,24.6588334237659,18.0952649368898
"55","035",163,28923,5.63565328631193,6.50083341479844,4.77047315782542
"18","051",164,7313,22.4258170381512,25.8580947642194,18.993539312083
"39","021",164,8442,19.4266761430941,22.3999344954675,16.4534177907206
"36","019",164,18594,8.82004947832634,10.1699605792587,7.47013837739396
"55","127",164,26056,6.29413570770648,7.25745498199021,5.33081643342275
"47","115",164,5639,29.0831707749601,33.5343583987829,24.6319831511373
"54","037",164,13534,12.1176296734151,13.9722363684599,10.2630229783703
"19","139",165,9765,16.8970814132104,19.4753359809712,14.3188268454497
"37","087",165,10135,16.2802170695609,18.7643469022381,13.7960872368837
"48","493",165,12040,13.7043189368771,15.7954033101481,11.613234563606
"27","099",166,8943,18.5620038018562,21.385757967615,15.7382496360974
"18","029",166,11276,14.7215324583186,16.961052989037,12.4820119276001
"17","117",166,9068,18.3061314512572,21.0909609069675,15.5213019955468
"42","025",166,12032,13.7965425531915,15.895348529287,11.697736577096
"48","389",166,2925,56.7521367521367,65.385584104062,48.1186894002115
"39","171",166,7735,21.4608920491273,24.7256410477545,18.1961430505002
"47","187",166,67126,2.47296129666597,2.84916177791588,2.09676081541606
"28","057",167,6328,26.3906447534766,30.3932967837085,22.3879927232447
"40","083",167,13815,12.0883098081795,13.9217359426209,10.2548836737382
"33","015",167,59041,2.82854287698379,3.25754614669988,2.39953960726771
"54","049",167,12331,13.5431027491688,15.5971763885579,11.4890291097796
"13","225",168,9022,18.6211483041454,21.4369877563466,15.8053088519443
"08","087",168,6452,26.0384376937384,29.975899494383,22.1009758930938
"13","113",168,30944,5.42916235780765,6.25014553831951,4.6081791772958
"26","059",168,10969,15.31589023612,17.6319175437833,12.9998629284567
"45","069",168,4712,35.6536502546689,41.0450983738877,30.2622021354502
"51","089",168,9542,17.6063718298051,20.2687595407419,14.9439841188683
"05","103",169,4691,36.0264335962481,41.4581112769132,30.594755915583
"29","221",169,5108,33.0853563038371,38.0736100234926,28.0971025841817
"26","087",169,17645,9.57778407480873,11.0218192122414,8.13374893737603
"42","111",169,12474,13.5481802148469,15.5908289241623,11.5055315055315
"42","121",169,8973,18.8342806196367,21.6739106207511,15.9946506185222
"08","043",170,7406,22.9543613286524,26.4049788588164,19.5037437984885
"38","079",170,3648,46.6008771929825,53.6061604792748,39.5955939066901
"48","067",170,6131,27.7279399771652,31.8961463755333,23.5597335787972
"30","063",170,25658,6.62561384363551,7.62161015778293,5.6296175294881
"48","407",170,5617,30.2652661563112,34.8148964622386,25.7156358503838
"13","257",171,6161,27.7552345398474,31.9153263736438,23.5951427060511
"18","077",171,7818,21.8726016884114,25.1509754141749,18.5942279626478
"18","143",171,5086,33.6217066456941,38.6610943350411,28.582318956347
"37","145",171,7451,22.9499396054221,26.3897900668392,19.5100891440049
"30","003",171,3798,45.0236966824645,51.7720710342336,38.2753223306953
"18","041",172,5099,33.7321043341832,38.7733200657509,28.6908886026154
"06","069",172,16274,10.5690057760846,12.1485288813607,8.98948267080842
"21","137",172,5143,33.4435154579039,38.4416019862461,28.4454289295618
"39","127",172,7604,22.6196738558653,26.0001524217864,19.2391952899443
"18","145",172,9296,18.5025817555938,21.2677666754802,15.7373968357074
"28","045",172,8825,19.4900849858357,22.4028508799166,16.5773190917548
"47","151",172,5149,33.4045445717615,38.3968069557708,28.4122821877522
"20","161",173,25329,6.83011567768171,7.84791247259715,5.81231888276627
"40","139",173,5247,32.9712216504669,37.8844625535379,28.057980747396
"29","155",173,3281,52.7278268820482,60.5851188718114,44.8705348922849
"48","071",173,12472,13.8710711994869,15.9380833080832,11.8040590908905
"48","489",173,4874,35.4944604021338,40.783704353388,30.2052164508795
"55","063",173,34934,4.95219556878685,5.69015214457014,4.21423899300357
"12","075",174,7550,23.046357615894,26.4707517454589,19.6219634863292
"21","231",174,3606,48.2529118136439,55.4226776700541,41.0831459572338
"32","510",174,10768,16.1589895988113,18.5600088854212,13.7579703122014
"17","095",175,10859,16.1156644258219,18.5033946816864,13.7279341699574
"22","047",176,5732,30.7048150732729,35.2411616113724,26.1684685351734
"24","019",176,5976,29.4511378848728,33.8022654545493,25.1000103151964
"19","167",176,11689,15.0568910941911,17.2814045988867,12.8323775894956
"21","081",176,6151,28.6132336205495,32.8405687459578,24.3858984951412
"21","141",176,5604,31.4061384725196,36.0460989215536,26.7661780234857
"48","143",176,17709,9.93844937602349,11.4067614408711,8.47013731117588
"47","131",176,6239,28.2096489822087,32.377358287608,24.0419396768094
"28","039",176,5730,30.7155322862129,35.2534621913414,26.1776023810844
"36","011",176,14696,11.9760479041916,13.7453959142887,10.2066998940946
"08","085",177,8401,21.068920366623,24.1728489469675,17.9649917862785
"21","179",177,9435,18.7599364069952,21.5236994174323,15.9961733965581
"39","027",177,9723,18.2042579450787,20.8861569478015,15.5223589423558
"39","053",177,6202,28.5391809093841,32.7436478560906,24.3347139626775
"36","115",177,10207,17.3410404624277,19.8957680026917,14.7863129221638
"02","158",178,2454,72.5346373268134,83.190571135162,61.8787035184647
"29","027",178,10498,16.9556105924938,19.446529011782,14.4646921732056
"41","053",178,23079,7.71263919580571,8.84568922248311,6.57958916912832
"40","081",178,7611,23.3872027328866,26.8229748476794,19.9514306180939
"13","081",179,4680,38.2478632478633,43.8510711098523,32.6446553858742
"28","117",179,5839,30.6559342353143,35.1469451608339,26.1649233097947
"16","031",179,7062,25.3469272160861,29.0601830634535,21.6336713687186
"21","183",179,5292,33.8246409674981,38.7798588046313,28.8694231303649
"05","059",180,6063,29.6882731321128,34.0254262601678,25.3511200040578
"46","005",180,3824,47.071129707113,53.9477404328968,40.1945189813291
"22","041",180,4349,41.3888250172453,47.4353091320758,35.3423409024149
"48","163",180,4327,41.5992604575919,47.6764870384556,35.5220338767281
"18","103",181,7111,25.4535227112924,29.1617357800963,21.7453096424885
"23","003",181,12057,15.0120262088413,17.1990630448921,12.8249893727905
"28","139",181,5319,34.0289528106787,38.98648301039,29.0714226109674
"47","017",181,6608,27.3910411622276,31.3815228711054,23.4005594533498
"48","147",181,7342,24.6526831925906,28.2442254334329,21.0611409517482
"15","007",182,13317,13.6667417586544,15.6523125046133,11.6811710126954
"48","185",182,6270,29.0271132376396,33.2443134966403,24.8099129786388
"41","011",182,10875,16.735632183908,19.1670662642699,14.3041981035462
"48","177",182,5032,36.1685214626391,41.4232602591285,30.9137826661497
"13","267",183,4333,42.2340180013847,48.3531937564271,36.1148422463423
"13","293",183,5639,32.4525625110835,37.154528914098,27.7505961080691
"28","127",183,5662,32.3207347227128,37.0036009442951,27.6378685011306
"26","123",183,10441,17.5270567953261,20.0665059425916,14.9876076480607
"46","121",183,3427,53.3994747592647,61.1363841688353,45.662565349694
"28","001",183,5624,32.5391180654339,37.2536252749998,27.824610855868
"21","217",183,6913,26.471864602922,30.3073034205987,22.6364257852454
"28","137",183,8109,22.567517573067,25.8372658215068,19.2977693246271
"39","001",183,6140,29.8045602605863,34.1228645841366,25.4862559370361
"40","065",183,5309,34.4697683179507,39.4640023632697,29.4755342726316
"21","013",184,4680,39.3162393162393,44.9971652850109,33.6353133474677
"22","029",184,3848,47.8170478170478,54.7262821033917,40.907813530704
"05","071",185,6717,27.5420574661307,31.5109248469736,23.5731900852879
"06","017",185,37615,4.9182506978599,5.62698078418507,4.20952061153472
"13","131",185,5865,31.5430520034101,36.0884709628511,26.9976330439691
"29","165",185,23235,7.96212610286206,9.10948492348274,6.81476728224138
"21","113",185,13245,13.9675349188373,15.9802855565966,11.954784281078
"32","023",185,7991,23.1510449255412,26.4871583277589,19.8149315233236
"53","001",185,6133,30.1646828631991,34.511475981921,25.8178897444772
"20","015",186,17174,10.8303249097473,12.3867960944505,9.27385372504412
"28","145",186,6472,28.7391841779975,32.8694122568128,24.6089560991823
"37","141",186,13073,14.22779775109,16.2725339345286,12.1830615676515
"22","061",186,17892,10.3957075788062,11.889718093343,8.90169706426938
"54","059",186,4395,42.320819112628,48.4029206202713,36.2387176049847
"39","041",187,54161,3.45266889459205,3.94753783883436,2.95779995034974
"17","081",187,6989,26.7563313778795,30.5913001701399,22.9213625856192
"49","003",187,15721,11.8949176261052,13.5998089745632,10.1900262776473
"23","025",188,9533,19.7209692646596,22.540036298497,16.9019022308222
"17","029",188,13603,13.8204807762993,15.7960866010124,11.8448749515863
"22","003",188,4698,40.0170285227757,45.7373703775164,34.2966866680349
"40","039",188,8450,22.2485207100592,25.4288953885884,19.0681460315299
"28","105",188,19349,9.71626440642927,11.1051819749637,8.32734683789487
"29","161",188,10485,17.93037672866,20.4934826927584,15.3672707645616
"47","111",188,5323,35.3184294570731,40.3671174212985,30.2697414928476
"05","009",189,7782,24.2868157286045,27.7493632853174,20.8242681718915
"21","085",189,5346,35.3535353535353,40.393854299727,30.3132164073437
"51","019",189,15830,11.9393556538219,13.6415379081706,10.2371733994731
"37","111",189,8171,23.1305837718761,26.4282884697516,19.8328790740007
"48","331",189,5527,34.1957662384657,39.071023174659,29.3205093022724
"18","099",190,11139,17.0571864619804,19.4826048616659,14.6317680622949
"39","103",190,38672,4.91311543235416,5.61172775015765,4.21450311455066
"40","049",190,6010,31.6139767054908,36.1092738026783,27.1186796083034
"47","103",190,7430,25.5720053835801,29.2081743679807,21.9358363991794
"21","095",191,5066,37.7023292538492,43.0492970635071,32.3553614441913
"18","033",191,9560,19.979079497908,22.8125249920217,17.1456340037942
"01","017",192,6454,29.7489928726371,33.9570121882058,25.5409735570685
"13","107",192,5385,35.6545961002786,40.6979678110826,30.6112243894745
"24","013",192,38041,5.04718593096922,5.76111449916353,4.3332573627749
"32","019",192,10982,17.483154252413,19.9561606868221,15.010147818004
"48","419",192,5728,33.5195530726257,38.2609212050768,28.7781849401746
"37","017",193,6337,30.4560517595077,34.7529099288814,26.1591935901339
"21","193",193,5092,37.9025923016496,43.2500373565046,32.5551472467947
"53","047",193,8374,23.0475280630523,26.2991629113114,19.7958932147932
"41","045",193,7376,26.1659436008677,29.8575366349406,22.4743505667948
"45","053",193,5165,37.3668925459826,42.6387589969645,32.0950260950007
"13","143",194,6903,28.1037230189773,32.0584732758628,24.1489727620917
"18","065",194,9376,20.6911262798635,23.6027774128926,17.7794751468344
"18","083",194,8769,22.1233892119968,25.2365880970784,19.0101903269152
"35","039",194,8745,22.1841052029731,25.3058480301064,19.0623623758398
"44","003",194,29023,6.68435378837474,7.62497471051514,5.74373286623434
"47","051",194,10821,17.9281027631457,20.4509417820239,15.4052637442675
"28","093",194,7902,24.5507466464186,28.0055227819895,21.0959705108478
"51","143",194,11536,16.8169209431345,19.1833946795493,14.4504472067198
"01","093",195,5707,34.1685649202733,38.9644139628153,29.3727158777314
"05","015",195,5836,33.4132967786155,38.1031375061321,28.7234560510988
"39","037",195,11289,17.2734520329524,19.697928114606,14.8489759512989
"18","093",195,9214,21.1634469285869,24.133916918362,18.1929769388119
"42","033",195,13582,14.3572375202474,16.3723980625672,12.3420769779276
"53","071",195,16565,11.7718080289768,13.4240815264586,10.1195345314949
"48","219",195,6522,29.8988040478381,34.0953557935889,25.7022523020872
"06","055",196,29245,6.70200034193879,7.64028038981022,5.76372029406736
"54","045",196,5908,33.175355450237,37.8199052132701,28.5308056872038
"51","185",196,7995,24.5153220762977,27.9474671669794,21.083176985616
"29","119",197,5195,37.9210779595765,43.21653723606,32.625618683093
"05","111",197,5073,38.8330376503055,44.2558468246268,33.4102284759843
"17","093",197,35409,5.56355728769522,6.34047589430178,4.78663868108866
"18","107",197,7935,24.8267170762445,28.2936245672756,21.3598095852134
"19","045",198,9524,20.7895842083158,23.6853889823353,17.8937794342963
"29","101",198,15603,12.6898673332052,14.4574533530579,10.9222813133524
"55","141",198,14758,13.4164520937796,15.2852449293781,11.5476592581812
"31","053",199,8835,22.524052065648,25.6535599909615,19.3945441403344
"21","211",199,10434,19.0722637531148,21.7221777381776,16.422349768052
"39","079",199,6843,29.0808125091334,33.1213214262962,25.0403035919706
"28","071",199,21544,9.23691050872633,10.5202934701144,7.95352754733823
"40","015",199,5880,33.843537414966,38.5457827415213,29.1412920884107
"05","057",200,4451,44.9337227589306,51.1612190120226,38.7062265058385
"37","077",200,11888,16.8236877523553,19.1553319164294,14.4920435882812
"26","027",200,10933,18.2932406475807,20.8285544518899,15.7579268432715
"22","087",200,9979,20.0420883856098,22.8197801205043,17.2643966507152
"39","015",201,9158,21.9480235859358,24.9822882597036,18.913758912168
"51","067",202,11480,17.595818815331,20.0223722988643,15.1692653317978
"54","061",202,30166,6.69628058078632,7.61973194957773,5.7728292119949
"19","057",203,8029,25.283347863993,28.7614524129529,21.8052433150331
"16","053",203,6713,30.2398331595412,34.3997767650229,26.0798895540594
"17","055",203,7405,27.4139095205942,31.1851048512625,23.6427141899259
"29","113",203,12902,15.7339947294993,17.8984422123391,13.5695472466595
"26","073",203,26281,7.72421140748069,8.78679279417066,6.66163002079072
"33","017",203,37522,5.41015937316774,6.1544081185331,4.66591062780238
"39","077",203,13063,15.5400750210518,17.6778459330628,13.4023041090409
"45","023",203,6522,31.1254216498007,35.407191263968,26.8436520356334
"45","043",203,11211,18.1072161270181,20.5981358865042,15.616296367532
"31","157",204,8518,23.9492838694529,27.2357829819075,20.6627847569984
"36","091",205,47040,4.35799319727891,4.95456907491543,3.7614173196424
"34","033",205,12784,16.0356695869837,18.2308298876738,13.8405092862937
"01","079",206,6574,31.335564344387,35.6147386956249,27.056389993149
"01","123",206,7447,27.6621458305358,31.4396793588073,23.8846123022642
"18","079",206,5751,35.8198574161015,40.7114053529888,30.9283094792143
"22","067",206,5223,39.4409343289297,44.8269753369784,34.054893320881
"39","059",206,7739,26.6184261532498,30.2534296659825,22.9834226405171
"39","131",206,5772,35.6895356895357,40.5632869343448,30.8157844447265
"12","027",207,6018,34.3968095712861,39.08266689217,29.7109522504023
"13","087",207,6316,32.7739075364155,37.2386778589422,28.3091372138887
"22","095",207,9746,21.239482864765,24.1329252367206,18.3460404928095
"37","013",207,8789,23.5521674820799,26.7606655315825,20.3436694325772
"42","063",207,26099,7.93133836545462,9.01181996846925,6.85085676243999
"56","037",207,10306,20.0853871531147,22.8216077388976,17.3491665673318
"28","133",208,6045,34.4086021505376,39.0847844498987,29.7324198511766
"36","043",208,13102,15.8754388642955,18.0329355823262,13.7179421462649
"38","105",209,7958,26.2628801206333,29.823497272909,22.7022629683576
"19","179",210,7912,26.5419615773509,30.1318375154868,22.952085639215
"17","195",210,11219,18.7182458329619,21.2499419219655,16.1865497439583
"29","207",210,5735,36.617262423714,41.5698515122112,31.6646733352169
"37","135",210,54429,3.85823733671388,4.38007493105755,3.33639974237022
"36","035",210,10112,20.7674050632911,23.5762557775446,17.9585543490376
"40","133",210,6049,34.7164820631509,39.4119851913591,30.0209789349428
"48","003",210,4951,42.4156736012927,48.1525143248902,36.6788328776952
"48","053",210,10207,20.5741158028804,23.3568235938602,17.7914080119005
"51","195",210,7354,28.5558879521349,32.4181531714076,24.6936227328622
"29","009",212,7009,30.2468255100585,34.3184520995833,26.1751989205337
"21","173",212,5600,37.8571428571429,42.9532197796392,32.7610659346465
"47","177",212,8944,23.7030411449016,26.893786981885,20.5122953079182
"40","147",212,11490,18.4508268059182,20.9345544617911,15.9670991500453
"51","191",212,10792,19.644180874722,22.2885499227186,16.9998118267254
"18","043",213,17351,12.2759495129964,13.9245725467051,10.6273264792877
"13","039",213,10932,19.4840834248079,22.1007371256751,16.8674297239407
"20","125",213,7647,27.8540604158494,31.594776808929,24.1133440227697
"25","003",213,27155,7.84385932609096,8.89726600102669,6.79045265115523
"28","163",213,5192,41.0246533127889,46.5341406505932,35.5151659749846
"42","001",213,24397,8.7305816288888,9.90307243750788,7.55809082026971
"48","217",213,8371,25.4449886512961,28.8621739646255,22.0278033379668
"55","071",213,15785,13.4938232499208,15.3060030571986,11.681643442643
"18","109",214,15648,13.6758691206544,15.5082009281137,11.8435373131951
"45","067",214,6278,34.0872889455241,38.6544007841864,29.5201771068617
"48","221",214,12269,17.4423343385769,19.7793078590857,15.1053608180681
"40","001",214,4993,42.8600040056078,48.6025091374169,37.1174988737988
"26","155",215,14313,15.0213092992385,17.0292210902876,13.0133975081894
"36","117",215,17707,12.1420906985938,13.7651347752463,10.5190466219413
"08","045",216,13777,15.6783044204108,17.769180472899,13.5874283679226
"40","041",216,8325,25.9459459459459,29.4061260510667,22.4857658408252
"22","053",216,7066,30.568921596377,34.645626857505,26.4922163352491
"26","023",216,9497,22.744024428767,25.777192731929,19.7108561256049
"47","097",216,5210,41.4587332053743,46.9877158109655,35.9297505997831
"51","013",216,35020,6.16790405482581,6.99046257496089,5.34534553469074
"48","025",216,6508,33.1899200983405,37.6161646243285,28.7636755723525
"12","003",217,6149,35.2902911042446,39.9857867833479,30.5947954251413
"20","037",217,10589,20.4929643970158,23.2196244150351,17.7663043789965
"18","023",217,7898,27.4753102051152,31.1309955597374,23.819624850493
"48","397",217,30615,7.0880287440797,8.03111556200576,6.14494192615364
"13","055",218,4977,43.8014868394615,49.6160444440541,37.9869292348689
"39","071",218,9500,22.9473684210526,25.9935845471639,19.9011522949413
"39","091",218,9771,22.3109200695937,25.2726489814817,19.3491911577057
"39","129",218,12200,17.8688524590164,20.2409059998408,15.496798918192
"05","107",219,3738,58.5874799357945,66.3470709551684,50.8278889164207
"12","035",219,20499,10.6834479730719,12.0984121776877,9.26848376845605
"19","127",219,9636,22.7272727272727,25.7373755946886,19.7171698598568
"28","095",219,7539,29.0489454834859,32.8963193036768,25.2015716632949
"36","057",222,10119,21.9389267714201,24.8249177067371,19.0529358361031
"29","169",222,12294,18.057589067838,20.4330032759454,15.6821748597305
"38","015",222,23062,9.6262249588067,10.892521996118,8.35992792149542
"49","047",222,10235,21.6902784562775,24.5435605544184,18.8369963581365
"41","071",223,26515,8.41033377333585,9.51420108109423,7.30646646557747
"13","261",224,8232,27.2108843537415,30.7743675792405,23.6474011282425
"13","279",224,6328,35.3982300884956,40.0339118066226,30.7625483703686
"21","049",224,7221,31.0206342611827,35.0830347475845,26.9582337747808
"47","089",224,11719,19.1142588958102,21.6174241754678,16.6110936161526
"19","103",225,48774,4.61311354410137,5.21589371386394,4.01033337433879
"39","167",225,12566,17.9054591755531,20.2451058411587,15.5658125099475
"39","033",226,8341,27.0950725332694,30.627653866636,23.5624911999028
"12","049",226,6145,36.7778681855167,41.5728658912304,31.9828704798029
"28","079",226,4333,52.1578582967921,58.958056981678,45.3576596119061
"47","029",227,6868,33.0518345952242,37.3515401251756,28.7521290652729
"51","069",228,19349,11.7835547056695,13.3131092555823,10.2540001557568
"13","009",229,15800,14.4936708860759,16.3708975989131,12.6164441732388
"21","209",229,14545,15.7442420075627,17.7834432494209,13.7050407657046
"26","067",229,12877,17.7836452589889,20.0869909189117,15.4802995990661
"20","045",229,38387,5.96556125771746,6.73822341060323,5.19289910483168
"28","153",229,4456,51.3913824057451,58.0476171595212,44.735147651969
"49","045",229,21826,10.4920736736003,11.8510117320089,9.13313561519169
"39","083",229,16903,13.5478909069396,15.302619775355,11.7931620385242
"23","005",230,59501,3.86548125241593,4.36505053260755,3.3659119722243
"28","029",230,7473,30.7774655426201,34.7551012633055,26.7998298219347
"48","049",230,9239,24.8944690983873,28.1117947549174,21.6771434418571
"48","499",230,9015,25.5130338325014,28.8103019124439,22.2157657525588
"47","143",230,7600,30.2631578947368,34.1743252290371,26.3519905604366
"48","363",230,6257,36.7588301102765,41.509488850996,32.008171369557
"39","009",230,28652,8.02736283680022,9.06480775306024,6.9899179205402
"06","041",231,53728,4.29943418701608,4.85388290911626,3.7449854649159
"49","021",231,20316,11.370348493798,12.8366519462984,9.90404504129757
"39","149",231,10921,21.1519091658273,23.8796283253364,18.4241900063182
"08","035",232,89258,2.59920679378879,2.93367351469881,2.26474007287877
"09","015",232,27061,8.57322345811315,9.6764284606994,7.4700184555269
"20","103",233,16597,14.0386816894619,15.8413027380881,12.2360606408358
"17","037",233,30849,7.55291905734384,8.52274308872406,6.58309502596361
"20","175",233,6322,36.85542549826,41.5878047364835,32.1230462600366
"20","035",233,8958,26.010270149587,29.3500894780139,22.67045082116
"48","463",233,6725,34.6468401486989,39.0956284823864,30.1980518150114
"13","157",234,18261,12.8141941843273,14.456066740043,11.1723216286115
"48","265",234,10550,22.1800947867299,25.0220127715569,19.3381768019028
"46","102",234,4389,53.3151059466849,60.146328261546,46.4838836318237
